songinfo,lyrics,year
BRYAN ADAMS - PLEASE FORGIVE ME LYRICS,"It still feels like our first night together Feels like the first kiss Its getting better baby No one can better this Still holding on Youre still the one First time our eyes met Same feeling I get Only feels much stronger I wanna love you longer Do you still turn the fire on?  So if youre feeling lonely, dont Youre the only one Ill ever want I only want to make it go So if I love you a little more than I should Please forgive me, I know not what I do Please forgive me, I cant stop loving you Dont deny me, this pain Im going through Please forgive me, if I need you like I do Please believe me (Oh believe it), every word I say is true Please forgive me, I cant stop loving you  Still feels like our best times are together Feels like the first touch Still getting closer baby Cant get closer enough Still holding on Youre still number one I remember the smell of your skin I remember everything I remember all the moves I remember you yeah I remember the nights, you know I still do  So if youre feeling lonely, dont Youre the only one Ill ever want I only want to make it go So if I love you a little more than I should Please forgive me, I know not what I do Please forgive me, I cant stop loving you Dont deny me, this pain Im going through Please forgive me, if I need you like I do Please believe me (Oh believe it), every word I say is true Please forgive me, I cant stop loving you  The one thing Im sure of Is the way we make love The one thing I depend on Is for us to stay strong With every word and every breath Im praying Thats why Im saying  Please forgive me, I know not what I do Please forgive me, I cant stop loving you Dont deny me, this pain Im going through Please forgive me, if I need you like I do Babe believe it, every word I say is true Please forgive me, if I cant stop loving you No, believe, I dont know what I do Please forgive me, I cant stop loving you I cant stop loving you",1994
JADE - I WANNA LOVE YOU LYRICS,"Your reputation caught my attention I just cant help myself, I want nobody else You look so fine, lets spend some time I wanna make love to you, youre all that I wanna do  I wanna give you a tasty secret I wanna melt in your hand Just gotta show you that I can love you Until you understand  I wanna love you I wanna love you down, baby I wanna love you I wanna love you down, baby  Youve got it goin on, with you, I belong You undress my heart from the very first start You do understand me, give your body to me Baby, dont let me go, feel my love overflow  Im gonna give you a tasty secret Thats gonna melt in your hand Just wanna show you that I can love you Until you understand  I wanna love you I wanna love you down, baby I wanna love you I wanna love you down, baby  I wanna love you I wanna love you down, baby I wanna love you I wanna love you down, baby  Let me love you Let me love you down, boy I love you, adore me And I adore, adore, adore, adore you  I wanna love you I wanna love you down, baby I wanna love you I wanna love you down, baby  I wanna love you I wanna love you down, baby I wanna love you I wanna love you down, baby  I wanna love you I wanna love you down, baby I wanna love you I wanna love you down, baby",1992
BLUES TRAVELER - RUN-AROUND LYRICS,"Once upon a midnight, dearie I woke with something in my head I couldnt escape the memory Of a phone call and of what you said  Like a game show contestant with a parting gift I could not believe my eyes When I saw through the voice of a trusted friend Who needs to humor me and tell me lies, yeah humor me and tell me lies  And Ill lie too and say I dont mind And as we seek so shall we find And when youre feeling open Ill still be here But not without a certain degree of fear Of what will be with you and me I still can see things hopefully  But you Why you wanna give me a run-around? Is it a sure-fire way to speed things up? When all it does is slow me down  And shake me and my confidence About a great many things But Ive been there I can see it cower Like a nervous magician waiting in the wings  Of a bad play where the heroes are right And nobody thinks or expects too much And Hollywoods calling for the movie rights Singing Hey babe, lets keep in touch, hey baby, lets keep in touch  But I want more than a touch I want you to reach me And show me all the things no one else can see So what you feel becomes mine as well And soon if were lucky wed be unable to tell Whats yours and mine, the fishings fine And it doesnt have to rhyme, so dont you feed me a line  But you Why you wanna give me a run-around? Is it a sure-fire way to speed things up? When all it does is slow me down  Tra la la la la bombardier, this is the pilot speaking And Ive got some news for you It seems my ship still stands no matter what you drop And there aint a whole lot that you can do  Oh sure the banner may be torn and the winds gotten colder Perhaps Ive grown a little cynical But I know no matter what the waitress brings I shall drink in and always be full, yeah I will drink in and always be full  Oh I like coffee and I like tea Id like to be able to enter a final plea I still got this dream that you just cant shake I love you to the point you can no longer take Well all right okay, so be that way I hope and pray that theres something left to say  But you Why you wanna give me a run-around? Is it a sure-fire way to speed things up When all it does is slow me down?  Oh you Why you wanna give me a run-around? Is it a sure-fire way to speed things up When all it does is slow me down?",1995
ICE CUBE - BOP GUN (ONE NATION) [RADIO EDIT] LYRICS,"At these up late times, hardcore funkateers before the bop gun. We unleash you a positive light. the bop gun can do you no harm. It frees yo mind, so yo kind can follow. (yeahhh.)  So wide you cant get around it So low you cant get under it So high you cant get over it Iiiiiiii, cant get over it (ah yaaaaaa, di-dit-dit-dit-dit) (ah yaaaaaa, di-dit-dit-dit-dit) (ah yaaaaaa, di-dit-dit-dit-dit) (ah yaaaaaa, di-dit-dit-dit-dit) Well all right! (ah yaaaaaa, di-dit-dit-dit-dit) Attention all radio station jocks ... (ah yaaaaaa, di-dit-dit-dit-dit) Haw haw, got to be groovin jammin on yo box. (ah yaaaaaa, di-dit-dit-dit-dit) The mothership connection is upon you again. (ah yaaaaaa, di-dit-dit-dit-dit) Yeah, workin up a sweat, is it wet yet? (ready or not, here we come Getting down for the one which we believe in)  Verse 1: ice cube 1993, much more ba-e-ya-e-younce Ice cube comin with the half ounce Not just knee deep, jeep fulla smog A, to, mic, dog Like ya behind, heard it through the grapevine How much longer will you be mine? And ima tell ya, I dont like drama So do I have to put my handcuffs on your mama cause bertha butt did her fuckin boogie with her crew But Id rather fuck you, boo And make you say humdrum, tweedee dum Humdrum dont succumb when Im done, buckin shit One nation under a groove gettin down for the fuck of it Tear the roof of this motherfucker like we did last night, son And hit you with the bop gun  (george clinton) Heres my chance to dance my way Out of my constriction Gonna be freakin up and down Hang up really late The groove I only got We shall all be moved Ready or not, here we come Gettin down for the one which we believe in (one nation under a groove Gettin down just for the funk of it One nation and were on the move Nothin can stop us now)  {yeah.} Dance, sucka, dance!  {yeah, heh heh. and it dont stop. sheeeit.}  Givin you more of what youre funkin for Aw, feet dont fail me now! ha ha! (givin you more of what youre funkin for) Do you promise the funk {yep}, the whole funk, Nothin but the funk? {hit you with the bop gun, heh, Buss a cap with my bop gun, Gotta hit you with the bop gun, Buss a cap with the bop gun, hit you with the bop gun, Buss a cap with the bop gun, heh, cause Im the top gun...} Ready. {yep} ready. {yep} ready. {yep, come on} (ready or not, here we come Gettin down on the one which we believe in)  Verse 2: ice cube If you hear any noise, its just me and the boys Playin with our toys M-1, cuz everybodys gotta have fun Under the sun, under the sun So rough, so tough when I get down The disco fiend with the monster sound I wants to get fucked up when Im chillin, whoa The bigger the headache, the bigger the pill-in You let her funk me cause my funk is the best Comin from the west Kickin that shit be occupied, dedicated to the preservation motion of hips Hittin them dips, cd skips but Im straight As I bounce, rock, skate, now Ill toast to that If its rough, make the girls say do that stuff! aw, do that stuff! But ya got to be, you got to be a freak of the week For the top gun, hit you with the bop gun  (one nation under a groove Gettin down just for the funk of it One nation and were on the move Nothin can stop us now) {trick! yeeah!} jus hit em with the bop gun! (one nation under a groove {heh} Gettin down just for the funk of it One nation and were on the move Nothin can stop us now) {get up with the bop gun...} (one nation under a groove (bout time we got down, one time) Gettin down just for {the fuck of it, yeahh} One nation and were on the move Nothin can stop us now) (one nation under a groove (now everybody say) Gettin down just for the funk of it One nation and were on the move Nothin can stop us now) (heres my chance to dance my way Out of my constriction) (feet dont fail me now! ha ha!) {get em with the bop gun... Im a blast with the bop gun ... heh heh ... On yo ass with the with the bop gun ... Im talkin trash with the bop gun ... yeah And it dont stop And it wont stop} Heres my chance to dance my wayyy, Out of my constriction (yeahhh, feel the shit now!) {oh shit}  ... hear ya say party over here fuck you over there! party over here fuck you over there! Lemme hear ya say party over here fuck you over there! party over here fuck you over there! {oh yeah} Lemme hear ya say party over here fuck you over there! party over here fuck you over there! Lemme hear ya say party over here fuck you over there! party over here fuck you over there, nigga! Lemme hear ya say party over here fuck you over there! party over here fuck you over there! Lemme hear ya say party over here fuck you over there! party over here fuck you over there!  (givin you more of what youre funkin for Feet dont fail me now) (thats right!) (do you promise the funk Givin you more of what youre funkin for Ooo, feet dont fail me now ... Can I get it on my good foot, good gawd ... bout time I got down one time) (can I get down one time)  (ice cube) Do not attempt to adjust your radio There aint nothin wrong, so hit the bong Waitin on the double dutch bus for a ride As the buffalo bitch go round the outside Put a glide in your stride and a dip in your hip Got daytons on the mothership And you can ring my bell if you need me to pass The dutchie on the left hand side for the sale Cuz nobody knows where the nose goes when the doors close Dog chow got the hoes Lookin for the theme from the black hole Now Ill big bang you with my black pole Flashlight, red light, we dont like cops on the bike Just made bail, tonight So whatcha gonna do when you get outta jail? Im gonna have some fun with the bop gun  (ready or not, here we come Getting down on the one which we believe in) (one nation under a groove (here is my chance to dance my wayyy) Gettin down just for the funk of it (one nationnnn) One nation and were on the move (get it on my good foot, good gawd) Nothin can stop us now) (ha ha ha ha ha haeeee) (one nation under a groove Gettin down just for the funk of it One nation and were on the move Nothin can stop us now) (now I want everybody to put together this time ... hit me!) (one nation under a groove (can I get it on my good foot) Gettin down just for the funk of it (bout time I got down one time) One nation and were on the move Nothin can stop us now) (uh huh, uh huh, one nation) (one nation under a groove (can I get it on my good foot) Gettin down just for the funk of it (bout time I got down one time) One nation and were on the move Nothin can stop us now) (one nation under a groove (ooh yeah) Gettin down just for the funk of it (ooh yeah) One nation and were on the move Nothin can stop us now) (ha ha ha ha ha haeeee) (one nation under a groove Gettin down just for the funk of it (bout time I got down one time) One nation and were on the move Nothin can stop us nowwwwww.)",1994
EVERLAST - WHAT IT'S LIKE LYRICS,"Weve all seen the man at the liquor store beggin for your change the hair on his face is dirty, dreadlocked and full of mange he asks a man for what he could spare with shame in his eyes get a job you fucking slob is all he replied.  God forbid you ever had to walk mile in his shoes cause then you really might know what its like to sing the blues then you really might know what its like (what its like) then you really might know what its like (what its like) then you really might know what its like (what its like) then you really might know what its like (what its like)  Mary got pregnant from a kid named Tom who said he was in love he said dont worry bout a thing baby doll, Im the man youve been dreamin of but three months later he say he wont date her or return her calls and she swear god damn if I find that man Im cutting off his balls then she heads for the clinic and she gets some static walking through the door they call her a killer and they call her a sinner and they call her a whore  God forbid you ever had to walk mile in her shoes cause then you really might know what its like to have to choose then you really might know what its like (what its like) then you really might know what its like (what its like) then you really might know what its like (what its like) then you really might know what its like (what its like)  Ive seen a rich man beg, Ive seen a good man sin, Ive seen a tough man cry Ive seen a loser win and a sad man grin, I heard an honest man lie Ive seen the good side of bad and the down side of up and everything between I licked the silver spoon, drank from the golden cup and smoked the finest green I Stroked the fattest dimes at least a couple of times before I broke their hearts you know where it is yo, it usually depends on where you start.  I knew this kid Max He used to get fast stacks out on the corner with drugs he liked to hang out late at night, liked to get shit faced and keep pace with thugs Until late one night there was a big gunfight Max lost his head he pulled out his chrome .45, talked some shit and wound up dead Now his wife and his kids are caught in the midst of all his pain you know it crumbles that way, at least thats what they say when you play the game. God forbid you ever had to wake up to hear the news cause then you really might know whats its like to have to lose and then you really might know what its like (what its like) then you really might know what its like (what its like) then you really might know what its like (what its like) to have to lose.",1999
BOYZ II MEN - THANK YOU LYRICS,"I was young and didnt have nowhere to run I needed to wake up and see whats in front of me There has to be a better way Say it again, a better way to show Im grateful  So I thought of this song To show my appreciation for lovin me so long You dont know how much you mean to me  Cause even though when times got rough You never turned away, you were right there And I thank you, thank you  When I felt I had enough You never turned away, you were right there And I thank you, thank you  All through my life I knew that youd be my world Knowin everywhere I go things you taught me, they would show So many times and changes youve seen me through I sure enough couldnt have survived without you  And so I thought of this song To show my appreciation for lovin me so long You dont know how much you mean to me  Cause even though when times got rough You never turned away, you were right there And I thank you, thank you  When I felt I had enough You never turned away, you were right there And I thank you, thank you  Cause even though when times got rough You never turned away, you were right there And I thank you, thank you  When I felt I had enough You never turned away, you were right there And I thank you, thank you You were right by my side, and I think you  Cause even though when times got rough You never turned away, you were right there And I thank you, thank you  (I thank you, I thank you)  When I felt I had enough You never turned away, you were right there And I thank you, thank you  Cause even though when times got rough You never turned away, you were right there And I thank you, thank you  When I felt I had enough You never turned away, you were right there And I thank you, thank you  Cause even though when times got rough You never turned away, you were right there And I thank you, thank you  When I felt I had enough You never turned away, you were right there And I thank you, thank you",1995
SWV - YOU'RE THE ONE LYRICS,"Youre the one for me (Youre the one) You can call on me (Oh, yes) Is all I want us to be (Oh, yeah) Youre the one for me  I know that youre somebody elses guy But these feelings that I have for you I cant deny  She doesnt treat you the way you want her to So come on Stop running I wanna get with you  What your girl dont know Wont hurt her Anything to make this love go further  Youre the one (Youre the one for me) When in need (You can call on me) When in love (Is all I want us to be) Cause youre the one (Youre the one for me)  This can be an undercover romance Cause I feel that Im the type of girl You should give a chance  Taste and see (Taste and see) How good it can be (How good it can be) Cause you dont have to worry, baby  What your girl dont know wont hurt her (Wont hurt her) Anything to make this love go further  Youre the one (Youre the one for me) When in need (You can call on me) When in love (Is all I want us to be) Cause youre the one (Youre the one for me)  So whats my chance (Im willing to do anything to get) In your pants (You dont have to worry, I wont)  Say a thing (And if she finds out, I dont) Know nothing, oh no (No, no)  Youre the one for me When in love you need Youre the one for me When in love you need  Youre the one for me You can call on me Is all I want us to be Youre the one for me",1996
TATYANA ALI - DAYDREAMIN' LYRICS,"All day long I think of you I cant even think of things to do Wishin all of my daydreams come true Now, baby, what am I to do?  I think about yesterday Somebody was talkin to me But I couldnt understand a word they said Not that I was tryin to be rude But conversation couldnt make it through The thoughts of love I had for you  Baby your face takes up my time Because I can jus see your face with mine I try to change my thoughts; its a waste of time You keep my mind occupied  Tell me what am I to do? When I can only think of you Even when I have simple things to do Like talkin on the telephone Or watchin TV when somethins on If it aint about you then whats the use?  Whats up girl? You all grown up now...  Doin ya singin thing the charts sewed up now Well you know I do my rap thing, Im holdin it down And I knew that me and you was gon connect some how Your people called for this track, it aint no trouble to me I dreamt that you and me got married on the WB You on channel 11; I carry the M-11 RJ the reverened; its a match made in heaven Whatever have you I let you know Im from soundview Down til I found you Im tryin to be around you Im still comin up Chasin the fame and wealth I could spoil you with time; you got everything else  Im still New York to the heart But got love for all When I first saw this girl Thought I wanted to fall Mean the hummer so stunnin That my bod was tense And I wishin everyday that I was fresh like Prince Then I came across my man RJ parlayin in a 6 With Tatyana Ali playin I heard Steely Dan Black Cow and went wild You tell me how can I get down Thats when they threw me on the redeye to LA I dirtied my cash and peeps back And hit Shaq on the cellay Courtside seats so close that we could touch Tatyana and Lord and Peter Gunz",1998
ROD STEWART - THE MOTOWN SONG LYRICS,"Bring over some of your old Motown records  Well put the speakers in the window and well go  On the roof and listen to the miracles  Echo to the alley down below   Lets dance together just for the night  Lets dont worry about the future or nothin else  Cause just like the musics sayin you gotta take chances  Go ahead just do it and trust yourself   Theres a soul in the city  Watching over us tonight  Theres a soul in the city  Saying everythings gonna be all right   So bring over some of your old Motown records  Well put the speakers in the window and well go  On the roof and listen to the miracles  Echo to the alley down below   They wish us luck but they think were just dreaming  Lets prove them wrong baby  Cause you know what luck is, luck is believing youre lucky  Thats all and showing just a little bit of faith   Theres a soul in the city  Watching over us I swear  Theres a soul in the city  Theres a whole world waiting out there   Listen, I got plans for us, playing like a skip on a record  Through my head all night long  But when we walk that darkened stairway and step out on the roof  I know what were feeling cant be wrong   Bring over some of your old Motown records  Well put the speakers in the window and well go  On the roof and listen to the miracles  Echo to the alley down below   Bring over some of your old Motown records  Well put the speakers in the window and well go  On the roof and listen to the miracles  Echo to the alley down below  Let the temptations sing it one time   Bring over some of you old Motown records  Well put the speakers in the window and well go  On the roof and listen to the miracles  Echo to the alley down below   Bring over some of you old Motown records  Well put the speakers in the window and well go  On the roof and listen to the miracles  Echo to the alley down below  How sweet it is honey   Bring over some of you old Motown records  Well put the speakers in the window and well go  On the roof and listen to the miracles  Echo to the alley down below   Bring over some of you old Motown records  Well put the speakers in the window and well go",1991
JESSE POWELL - YOU LYRICS,"Ive finally found the nerve to say Im gonna make a change In my life starting here today  I surrender all my love, I never thought I could Im giving all my love away And theres only one reason that I would  And baby its you The way you walk, the way you talk The way you say my name, your smile The way you move me, the way you soothe me The way you sleep softly through the night  Every morning you rise and open your eyes I just wanna be there with you, baby I just wanna be yours, from this day forth  Next year lets call this day our anniversary The day I put my heart in your hands And said that it was yours to keep  From this moment on say That youll always be mine Cause girl when Im alone with you Theres only one thing thats on my mind  And baby its you The way you walk, the way you talk The way you say my name, your smile The way you move me, the way you soothe me The way you sleep softly through the night  Every morning you rise and open your eyes I just wanna be there with you, baby Just wanna be yours, from this day forth  I just wanna be yours, from this day forth The way you walk, the way you talk The way you say my name, your smile The way you move me, the way you soothe me The way you sleep softly through the night  Every morning you rise and open your eyes I just wanna be there with you, baby Just wanna be yours, from this day forth  The way you walk, the way you talk The way you say my name, your smile The way you move me, the way you soothe me The way you sleep softly through the night  Every morning you rise and open your eyes I just wanna be there with you, baby Just wanna be yours, from this day forth  The way you walk, the way you talk The way you say my name, your smile The way you move me, the way you soothe me The way you sleep softly through the night  Every morning you rise and open your eyes I just wanna be there with you, baby Just wanna be yours, from this day forth",1999
ERIC CLAPTON - CHANGE THE WORLD LYRICS,"If I could reach the stars Ill pull one down for you Shine it on my heart So you could see the truth  And then love inside Is everything it seems But for now I find Its only in my dreams  If I can change the world I would be the sunlight in your universe You would think my love would really something good Baby if I could change the world  If I were a King Even for a day Id take you around my queen Id have it no other way  And our love would rule This kingdom we have made Till then Id be a fool Wishin for the day  That I can change the world I would be the sunlight in your universe You would think my love would really something good Baby if I could change the world Baby if I could change the world  I could change the world I would be the sunlight in your universe You would think my love would really something good Baby if I could, if I could change the world If I could, If I could If I could change the world  If I could, if I could If I could change the world If I could, if I could If I could change the world If I could change, if I could change the world",1996
SOMETHIN' FOR THE PEOPLE - MY LOVE IS THE SHHH! LYRICS,"Boy, youll never find another love as good as this So you better represent cuz my love is the shhh! (The bomb baby, bomb baby) Girl, youll never find another love as good as this So you better represent cuz my love is the shhh! (The bomb baby, bomb baby)  You keep telling me on the telephone, how you got it going on And how youll keep me satisfied, ooh, yeah But actions speak louder than words I must see what Ive heard, is it true or do you lie?  Cuz I need somebody giving nothin But good loving all through the night, oh yeah Someone to break me off a little something When I need to be satisfied and I got one thing in mind  Boy, youll never find another love as good as this So you better represent cuz my love is the shhh! (The bomb baby, bomb baby) Girl, youll never find another love as good as this So you better represent cuz my love is the shhh! (The bomb baby, bomb baby)  All these things I say to you, I swear that they are true Im all youll ever need, oh yeah Good love is so hard to find and I wont waste your time Satisfaction is guarenteed  Ill be the lover that you need to break you off In the middle of the night Ill take a little trip downtown Ill be the freak you need in your life and I know  Girl, youll never find another love as good as this So you better represent cuz my love is the shhh! (The bomb baby, bomb baby) Boy youll never find another love as good as this So you better represent cuz my love is the shhh! (The bomb baby, bomb baby)  Dont stop, get it, get it Dont stop, get it, get it Dont stop, get it, get it Dont stop, get it, get it  Let me work that body, baby Let me work that body, baby Let me work that body, baby Let me work that body, baby  Boy, youll never find another love as good as this So you better represent cuz my love is the shhh! (The bomb baby, bomb baby) Girl, youll never find another love as good as this So you better represent cuz my love is the shhh! (The bomb baby, bomb baby)  Boy, youll never find another love as good as this So you better represent cuz my love is the shhh! (The bomb baby, bomb baby) Girl, youll never find another love as good as this So you better represent cuz my love is the shhh! (The bomb baby, bomb baby)  Boy, youll never Youll see, cant nobody love you like me Girl, youll never, baby, baby Boy, youll never Nobody loves me better than you love Girl, youll never find another",1998
TIMMY T - ONE MORE TRY LYRICS,"Its been a long time since you left me I didnt mean to make you cry I didnt mean to disappoint you I didnt mean to tell you lies And after all that we have been through Wont you let me tell you why  One more try I didnt know how much I loved you One more try let me put my arms around you Living all these lonely nights without you Oh baby can we give it one more try Its been a long time since I kissed you It always used to feel so good  And if you knew how much I missed you  Youd forgive me if you could And now that we have found each other Cant we give it one more try, one more try One more try I didnt know how much I loved you  One more try let me put my arms around you  Living all these lonely nights without you Oh baby can we give it one more try And after all that we have been through Wont you let me tell you why  And now that we have found each other  Cant we give it one more try, one more try One more try I didnt know how much I loved you One more try let me put my arms around you Living all these lonely nights without you Oh baby can we give it one more try Oh, girl you know I love you I just want you to know Our love Ill always treasure So please just dont let me go",1991
CAPTAIN HOLLYWOOD PROJECT - MORE AND MORE LYRICS,"More and more and more, I dont know where were going to More and more and more, theres so much we dont wanna do Cause without we cheat and we learn from each and every heart affair Its without we cheat and we hurt till somebodys in despair  Boom, keep in tune, Hollywood will soon left the point Right to the point smokin, like its a joint, makin Aint got time to be fakin, its my turn and Im takin Everything without shakin, yo, here with the bacon  More and more and more, I dont know where were going to More and more and more, theres so much we dont wanna do Cause without we cheat and we learn from each and every heart affair Its without we cheat and we hurt till somebodys in despair  More and more and more More and more and more  More and more, bam, dont give a damn Pump the music and jam theres no time for the problem Not a thought to some but just make sure you get it Show the fellas you with it, being prompt you get it, never will you forget it  More and more and more, I dont know where were going to More and more and more, theres so much we dont wanna do Cause without we cheat and we learn from each and every heart affair Its without we cheat and we hurt till somebodys in despair  More and more and more More and more and more",1993
VANESSA WILLIAMS - THE SWEETEST DAYS LYRICS,"You and I in this moment, holding the night so close Hanging on still unbroken, while outside the thunder rolls  Listen now, you can hear our heart beat Warm against lifes bitter cold... these are the days The sweetest days well know  There are times that scare me, that rattle the house like wind Both of us so unbending, we battle the fear within All the while, life is rushing by us hold it now and dont let go These are the days, the sweetest days well know  So we whisper a dream here in the darkness Watching the stars til theyre gone And when even the memories have all faded away These days go on and on  Listen now you can hear our heartbeat Hold me now and dont let go These are the days Every day is the sweetest day well know  The sweetest days well know",1995
SHERYL CROW - IF IT MAKES YOU HAPPY LYRICS,"Ive been long, a long way from here Put on a poncho, played for mosquitoes And drank till I was thirsty again We went searching through thrift store jungles Found Geronimos rifle, Marilyns shampoo And Benny Goodmans corset and pen  Well OK, I made this up I promised you Id never give up  If it makes you happy It cant be that bad If it makes you happy Then why the hell are you so sad?  You get down, real low down You listen to Coltrane, derail your own train Well who hasnt been there before? I come round, around the hard way Bring you comics in bed, scrape the mold off the bread And serve you French toast again  Well OK, I still get stoned Im not the kind of girl youd take home  If it makes you happy It cant be that bad If it makes you happy Then why the hell are you so sad?  If it makes you happy It cant be that bad If it makes you happy Then why the hell are you so sad?  Weve been far, far away from here Put on a poncho, played for mosquitoes And everywhere in between  Well OK, we get along So what if right now everythings wrong?  If it makes you happy It cant be that bad If it makes you happy Then why the hell are you so sad?  If it makes you happy It cant be that bad If it makes you happy Then why the hell are you so sad?",1997
WILSON PHILLIPS - HOLD ON LYRICS,"I know theres pain Why do lock yourself up in these chains? No one can change your life except for you Dont ever let anyone step all over you Just open your heart and your mind Is it really fair to feel this way inside?  Some day somebodys gonna make you want to Turn around and say goodbye Until then baby are you going to let them Hold you down and make you cry Dont you know? Dont you know things can change?  Thingsll go your way If you hold on for one more day Can you hold on for one more day? Thingsll go your way Hold on for one more day  You could sustain or are you comfortable with the pain? Youve got no one to blame for your unhappiness You got yourself into your own mess Lettin your worries pass you by Dont you think its worth your time To change your mind?  Some day somebodys gonna make you want to Turn around and say goodbye Until then baby are you going to let them Hold you down and make you cry Dont you know? Dont you know things can change?  Thingsll go your way If you hold on for one more day Can you hold on for one more day? Thingsll go your way Hold on for one more day  I know that there is pain But you hold on for one more day and Break free the chains Yeah, I know that there is pain But you hold on for one more day and you Break free, break from the chains  Some day somebodys gonna make you want to Turn around and say goodbye Until then baby are you going to let them Hold you down and make you cry Dont you know? Dont you know things can change  Thingsll go your way If you hold on for one more day, yeah If you hold on? Dont you know things can change Thingsll go your way If you hold on for one more day  If you hold on Can you hold on? Hold on baby Wont you tell me now Hold on for one more day Cause, Its gonna go your way  Dont you know things can change Thingsll go your way If you hold on for one more day Cant you change it this time?  Make up your mind Hold on Hold on Baby, hold on",1990
SUGAR RAY - SOMEDAY LYRICS,"Someday When my life has passed me by I lay around and wonder why You were always there for me  One way In the eyes of a passerby I look around for another try And fade away  Just close your eyes and Ill take you there This place is warm without a care Well take a swim in the deep blue sea I go to leave and you reach for me  Some say Better things will come our way No matter what they try to say You were always there for me  Someway When the sun begins to shine I hear a song from another time And fade away And fade away  Just close your eyes and Ill take you there This place is warm without a care Well take a swim in the deep blue sea I go to leave and you reach for me  Someone said you tried too long Someone said we got it all Someone said we tried too long Is there a place where I belong?  So far and so long So far away So far and so wrong So far away, away, away  Some day When my life has passed me by I lay around and wonder why You were always there for me  One way In the eyes of a passerby I look around for another try And fade away  And fade away And fade away And fade away ...",1999
SARAH MCLACHLAN - I WILL REMEMBER YOU (LIVE) LYRICS,"I will remember you Will you remember me? Dont let your life pass you by Weep not for the memories  Im so tired, I cant sleep Standin on the edge of something much too deep Its funny how we feel so much  we cannot say a word Though we are screaming inside, oh, cant be heard  And I will remember you Will you remember me? Dont let your life pass you by Weep not for the memories  Im so afraid to love you, more afraid to lose Clinging to a past that doesnt let me choose Once there was a darkness, deep and endless night Gave me everything you had, oh, you gave me life  And I will remember you Will you remember me? Dont let your life pass you by No, weep not for the memories  And I will remember you Will you remember me? Dont let your life pass you by Weep not for the memories",1999
BRITNEY SPEARS - ...BABY ONE MORE TIME LYRICS,"Oh baby, baby How was I supposed to know That somethin wasnt right?  Oh baby, baby I shouldnt have let you go And now youre outta sight  Show me how you want it to be Tell me baby cause I need to know now Oh because  My loneliness is killin me I must confess I still believe When Im not with you I lose my mind Give me a sign, hit me baby one more time  Oh baby, baby The reason I breathe is you Now, boy you got me blinded  I bet you baby Theres nothing that I would not do, no Its not the way I planned it  Show me how you want it to be Tell me baby cause I need to know now Oh because  My loneliness is killin me I must confess I still believe When Im not with you I lose my mind Give me a sign, hit me baby one more time  Oh baby baby, oh baby baby Oh baby, baby How was I supposed to know Oh baby, baby I shouldnt have let you go  I must confess that my lonliness is killing me now Dont you know I still believe? That you will be here and give me a sign Hit me baby one more time  My loneliness is killin me I must confess I still believe When Im not with you I lose my mind Give me a sign, hit me baby one more time  I must confess that my lonliness is killing me now Dont you know I still believe? That you will be here and give me a sign Hit me baby one more time",1999
SWV - RIGHT HERE/HUMAN NATURE/DOWNTOWN LYRICS,"SWV Miscellaneous Right Here/Human Nature/Downtown Lately there seems to be   Some insecurities   About the way I feel   Where I wanna be   Boy, you know its with you   No one can do   The things you do to me   Never to be mistaking   Long as its love were making    Therell be no hesitate   You and me   They way well be   And I will be   Right by your side    chorus   Love will be right here   Be right here   No fears   Have no fear   No tears   Love is here    True love some dont believe in   Thats just what Im giving   Im gonna keep it strong   Ill be holding on to you   No one can do me like you do   Its true    Sure as the sun is shining   Our love will keep on climbing   Theres gonna be some rain   Gonna be some pain   But as long as I know   Boy time will show   Our love will grow   And I know    chorus    Dont let go   You should know   This thing is real   No question   No stressing   Love will be . . .    chorus",1993
